Tipologia,Nome,X,Y,Indirizzo,Civ,Note,Shape Area,Shape Len,Longitudine,Latitudine
Aree verdi,Alberata di via Mercadante,,,,,,774.257.785.000.000,95.040.161.800.000,,
Aree verdi,Area attrezzata a verde in via Napoli - Svincolo S.S. n.16 (angolo via Costa),,,,,,541.253.714.000.000,53.536.164.400.000,,
Aree verdi,Alberata del parcheggio AMTAB - Capolinea (tra via Verdi e via Maratona),,,,,,947.769.015.000.000,46.529.990.500.000,,
Aree verdi,Alberata di via Massaua,,,,,,152.353.549.000.000,37.313.444.600.000,,
Aree verdi,Alberata di via G. C. Skanderberg,,,,,,197.397.662.000.000,28.068.795.100.000,,
Aree verdi,Alberata di via Mogadiscio,,,,,,121.631.801.000.000,40.045.534.000.000,,
Aree verdi,Aree a verde di pertinenza case popolari San Girolamo,,,,,,92.833.054.000.000,30.999.209.200.000,,
Aree verdi,Alberata strada San Girolamo (antistante mercato coperto),,,,,,78.055.825.000.000,16.685.299.800.000,,
Aree verdi,Alberata ed aiuole spartitraffico di via Napoli,,,Via Napoli,,,4.341.664.097.000.000,231.958.188.400.000,,
Aree verdi,Alberata Piazza I. d'Aragona,,,,,,56.208.255.000.000,35.704.413.000.000,,
Aree verdi,Giardino Piazza I. d'Aragona,,,,,,495.280.160.000.000,39.561.825.200.000,,
Aree verdi,Aree a verde Lungomare I/Augusto,,,,,,1.662.024.847.000.000,171.498.778.300.000,,
Aree verdi,Aiuole spartitraffico di via Van Westerouth,,,,,,76.383.315.000.000,19.191.149.900.000,,
Aree verdi,Alberata Lungomare A. de Tullio,,,,,,1.512.673.622.000.000,122.595.498.100.000,,
Aree verdi,Alberata piazza Federico II di Svevia,,,,,,232.465.946.000.000,60.928.912.700.000,,
Aree verdi,Alberata Piazza G. Massari,,,,,,252.388.441.000.000,30.493.500.400.000,,
Aree verdi,Vasconi Corso V. Emanuele lato Ovest,,,,,,310.616.818.000.000,28.151.572.500.000,,
Aree verdi,Vasconi Corso V. Emanuele lato Est,,,,,,377.616.236.000.000,33.521.143.200.000,,
Aree verdi,Alberata di corso Cavour,,,,,,384.974.745.000.000,53.459.264.200.000,,
Aree verdi,Giardini di Piazza Umberto I,,,,,,1.881.545.210.000.000,56.411.135.900.000,,
Aree verdi,Alberata via De Rossi e via Lombardi,,,,,,2.811.749.639.000.000,185.820.769.400.000,,
Aree verdi,Giardino Lungomare I. Augusto (pressi teatro Margherita),,,,,,386.992.914.000.000,58.954.359.800.000,,
Aree verdi,Giardino monumento a Niccolo Piccinni,,,,,,45.909.814.000.000,8.298.895.000.000,,
Aree verdi,Alberata di corso Cavour,,,,,,1.270.577.222.000.000,139.669.227.700.000,,
Aree verdi,Alberature perimetrali all'Ateneo e Piazza Umberto I,,,,,,174.858.378.000.000,67.705.118.200.000,,
Aree verdi,Alberata di via Putignani (tratto compreso tra via Q. Sella e c.so Cavour),,,,,,1.816.755.807.000.000,135.878.240.000.000,,
Aree verdi,Alberata di Piazza A. Moro (antistante Ferrovie Bari Nord e FAL),,,,,,133.771.005.000.000,29.523.485.100.000,,
Aree verdi,Giardini di Piazza A. Moro,,,,,,579.711.347.000.000,61.578.204.300.000,,
Aree verdi,Scuola media Statale G. Ungaretti,,,,,,1.145.973.219.000.000,49.803.083.700.000,,
Aree verdi,"Scuola elementare Statale ""Cirielli""",,,,,,521.589.910.000.000,31.511.802.700.000,,
Aree verdi,Scuola dell'infanzia Statale Don G. Ardito,,,,,,100.376.200.000.000,12.651.868.200.000,,
Aree verdi,Scuola media E. Duse,,,,,,1.969.648.575.000.000,84.681.813.800.000,,
Aree verdi,Scuola materna via Costa,,,,,,155.689.110.000.000,16.081.524.300.000,,
Aree verdi,XXV circolo didattico Statale Cep III plesso comparto B,,,,,,1.122.850.885.000.000,45.306.870.600.000,,
Aree verdi,"Scuola materna Statale ""Cirielli""",,,,,,288.528.953.000.000,22.220.076.300.000,,
Aree verdi,Scuola Statale G. Verga s.le Torre a Mare,,,,,,147.657.714.000.000,16.833.296.700.000,,
Aree verdi,Ex Scuola media E. Duse via Costa,,,,,,420.990.098.000.000,31.527.387.500.000,,
Aree verdi,Scuola Elementare E 28,,,,,,821.353.221.000.000,40.022.372.400.000,,
Aree verdi,Scuola Materna Giuseppe Dalfino,,,,,,86.027.896.000.000,11.498.550.500.000,,
Aree verdi,Scuola media Statale Giovanni Pascoli,,,,,,720.645.799.000.000,34.280.942.400.000,,
Aree verdi,Scuola Media statale S. Nicola,,,,,,270.081.614.000.000,24.551.767.200.000,,
Aree verdi,Scuola Materna V. Diomede Fresa,,,,,,118.141.283.000.000,16.446.744.300.000,,
Aree verdi,Scuola Elementare F. Corridoni,,,,,,204.835.794.000.000,18.671.162.000.000,,
Aree verdi,Circolo Clementina Perone - Scuola materna via Napoli 271,,,,,,198.232.197.000.000,23.321.959.700.000,,
Aree verdi,Scuola media Statale Salvatore Quasimodo,,,,,,253.252.033.000.000,20.504.813.300.000,,
Aree verdi,Alberata di via S. Francesco d'Assisi e Piazza De Pergola,,,,,,875.635.671.000.000,61.854.799.600.000,,
Aree verdi,Scuola Elementare Statale Clementina Perone,,,,,,1.082.998.680.000.000,43.463.906.900.000,,
Aree verdi,Circolo Clementina Perone - Scuola Elementare Carlo Collodi,,,,,,501.012.223.000.000,32.229.417.000.000,,
Aree verdi,Scuola Media Statale Carlo Levi,,,Via Babudri,,,1.340.166.651.000.000,52.344.399.600.000,,
Aree verdi,Scuola Materna Manzari Buonvino,,,,,,1.076.972.973.000.000,42.118.452.700.000,,
Aree verdi,Scuola Media Statale Zingarelli,,,,,,490.296.558.000.000,28.527.552.300.000,,
Aree verdi,Scuola elementare Poggiofranco I Tauro,,,Via Tauro,,,576.492.892.000.000,33.903.622.800.000,,
Aree verdi,Scuola Media Tommaso Fiore,,,Via Martin Luther King,,,864.813.068.000.000,37.263.990.600.000,,
Aree verdi,Scuola Elementare Statale San Giovanni Bosco,,,,,,293.590.871.000.000,22.353.025.200.000,,
Aree verdi,"Scuola Materna ""M. L. King""",,,,,,188.627.447.000.000,17.407.235.200.000,,
Aree verdi,Parco Madonna della Grotta,,,Strada per Modugno,,,9.386.622.112.000.000,191.537.898.000.000,,
Aree verdi,Alberatura via Capriati - Alberatura stradale,,,,,,880.925.715.000.000,50.377.059.800.000,,
Aree verdi,Area attrezzata a verde in Piazzale Mater Ecclasiae,,,Piazza Mather Ecclesiae,,,1.359.743.815.000.000,55.828.457.800.000,,
Aree verdi,Area attrezzata a verde via SS. Cirillo e Metodio - via N. dell' Andro,,,Via Dell'Andro,,,2.400.248.033.000.000,121.839.123.200.000,,
Aree verdi,Alberata stradale di via Salvemini,,,,,,117.993.692.000.000,30.487.378.000.000,,
Aree verdi,Alberata stradale di via Turati,,,,,,356.864.660.000.000,86.217.641.400.000,,
Aree verdi,Aiuole piazzale Lorusso,,,Piazza Lorusso,,,973.261.258.000.000,56.268.908.600.000,,
Aree verdi,Alberatura stradale in via Leoncavallo,,,,,,103.338.169.000.000,40.746.198.100.000,,
Aree verdi,Piazza Miglionico,,,,,,508.317.470.000.000,32.533.554.100.000,,
Aree verdi,Giardino di via Lama del Duca,,,Via Lama del Duca,,,313.484.658.000.000,31.368.931.000.000,,
Aree verdi,Villa Framarino,,,Strada Bitonto-Bari,,,3.523.721.736.000.000,135.714.627.800.000,,
Aree verdi,Terreno agricolo Lascito Garofalo in strada Ricchizzi,,,Via Bitonto e strada Ricchizzi,,,1.978.833.610.000.000,91.796.487.600.000,,
Aree verdi,Terreno agricolo Lascito Garofalo in strada Torre di Brengola est,,,Strada Torre di Brengola,,,3.977.909.360.000.000,93.339.430.000.000,,
Aree verdi,Area attrezzata a verde Lama Giotta,,,,,,125.657.379.000.000,23.014.449.500.000,,
Aree verdi,Area attrezzata a verde di via Fenicia  lato Sud,,,,,,1.395.220.084.000.000,103.523.308.600.000,,
Aree verdi,ex Cava di Maso,,,Via dello Scoglio?,,,6.319.101.836.000.000,113.308.692.100.000,,
Aree verdi,Area comunale nei pressi di ex Cava di Maso lato Ovest,,,,,,320.021.118.000.000,25.558.218.000.000,,
Aree verdi,Area comunale nei pressi di ex cava di Maso lato Est,,,,,,639.418.318.000.000,40.871.275.500.000,,
Aree verdi,Area parcheggio alberato presso Chiesa Santa Rita,,,Via Dello Scoglio-Santa Rita,,,365.367.424.000.000,32.045.597.700.000,,
Aree verdi,Terreno agricolo Lascito Garofalo in strada Torre di Brengola ovest,,,Strada Torre di Brengola,,,2.019.298.659.000.000,75.380.672.800.000,,
Aree verdi,Area attrezzata a verde di via Fenicia  lato Nord,,,,,,1.361.078.701.000.000,80.569.735.000.000,,
Aree verdi,Area a verde via Rocco Dicillo,,,,,,313.773.702.000.000,47.973.501.100.000,,
Aree verdi,Giardino Michele Campione in Via Edmondo Caccuri,,,,,,852.503.020.000.000,49.381.752.600.000,,
Aree verdi,Aiuole piazza Giulio Cesare,,,Piazza G. Cesare,,,1.497.852.881.000.000,51.701.254.500.000,,
Aree verdi,Giardino Via Spilotros (Traversa Fontanelle),,,Via Alfredo Spilotros a Palese,,,511.967.779.000.000,31.045.547.800.000,,
Aree verdi,Aiuole di via Stifani,,,Via Stifani,,,507.129.794.000.000,56.360.411.600.000,,
Aree verdi,Aiuola di Largo Renna,,,,,,90.064.325.000.000,14.011.737.600.000,,
Aree verdi,Parcheggio alberato di via Prezzolini,,,,,,562.136.330.000.000,32.782.790.500.000,,
Aree verdi,Area a verde campi sportivi via G. Rocca,,,Via Giustina Rocca,,,1.734.492.565.000.000,57.654.444.000.000,,
Aree verdi,Alberata in via Scipione l'Africano,,,,,,237.993.060.000.000,79.934.158.600.000,,
Aree verdi,Aiuole del rond_x0007_ spartitraffico di via De Ribeira,,,Via De Ribeira,,,1.687.666.494.000.000,84.770.363.900.000,,
Aree verdi,Arena Giardino-Japigia,,,Via Caldarola,,,639.258.918.000.000,33.099.966.600.000,,
Aree verdi,Giardino sede VIII Circoscrizione in via Trevisani,,,,,,340.560.473.000.000,24.212.854.800.000,,
Aree verdi,Alberata Via Sant. Angelo,,,,,,15.926.232.000.000,8.836.006.900.000,,
Aree verdi,Alberata stradale di via Respighi,,,,,,62.773.478.000.000,21.138.012.900.000,,
Aree verdi,IKEA aiuole di pertinenza comunale,,,,,,5.667.551.107.000.000,135.111.646.300.000,,
Aree verdi,"Area attrezzata a verde denominata ""Punta Perotti""",,,,,,5.991.720.454.000.000,136.690.214.000.000,,
Aree verdi,Alberata piazza Eleonora - Q.re San Pio,,,Piazza Eleonora,,,302.479.694.000.000,34.423.971.900.000,,
Aree verdi,Scuola Elementare JQBAL MASIH e Asilo Enziteto,,,,,,957.990.194.000.000,45.662.143.900.000,,
Aree verdi,"Scuola Materna ""Aldo Moro"" plesso Enziteto",,,,,,867.691.548.000.000,42.169.161.000.000,,
Aree verdi,Ex Scuola C Enziteto,,,,,,685.680.954.000.000,33.979.836.700.000,,
Aree verdi,Centro Sociale (in realizzazione),,,,,,234.811.040.000.000,19.452.845.100.000,,
Aree verdi,Aree Don Guanella,,,,,,854.995.194.000.000,42.646.216.000.000,,
Aree verdi,Giardino piazza dei Papi,,,,,,578.994.701.000.000,36.658.718.000.000,,
Aree verdi,Area a verde attrezzato di pertinenza centro sede Comando P.M.,,,Via Aquilino,,,772.878.607.000.000,61.436.829.600.000,,
Aree verdi,Area attrezzata a verde traversa via Guglielmo Appulo,,,Via Guglielmo Appulo,,,240.158.946.000.000,27.464.609.400.000,,
Aree verdi,Area attrezzata a verde in via Giorgio La Pira e traverse,,,Via Giorgio La Pira,,,1.814.252.747.000.000,131.384.913.600.000,,
Aree verdi,Giardini sede V Circoscrizione,,,Via Archimede,,,469.372.281.000.000,27.429.042.400.000,,
Aree verdi,Area parcheggio alberato c/o sede V Circoscrizione,,,,,,226.743.645.000.000,27.277.782.300.000,,
Aree verdi,Area attrezzata a verde prospicente Chiesa di Enziteto,,,,,,249.142.604.000.000,21.036.041.900.000,,
Aree verdi,Aiuole via Pansini,,,Via Nicefaro,,,138.079.642.000.000,18.733.875.200.000,,
Aree verdi,Campo sportivo Bellavista,,,Strada Torre di Specchio,,,2.929.740.795.000.000,70.298.162.500.000,,
Aree verdi,Campi sportivi di Japigia c/o campo Bellavista,,,Strada Torre di Specchio,,,2.527.980.630.000.000,87.766.263.700.000,,
Aree verdi,Area a verde attrezzato di via Perna,,,Via Raffaele Perna - via Quasimodo,,,300.305.865.000.000,32.448.225.400.000,,
Aree verdi,Aiuola in stradella Barone angolo via De Metrio Marin,,,Via De Metrio Marin - Stradella Barone - via L. Bissolati,,,169.466.229.000.000,18.473.111.100.000,,
Aree verdi,Giardino interno Chiesa Russa e sede Circoscrizione VI,,,Via Benedetto Croce,,,458.838.305.000.000,44.550.591.700.000,,
Aree verdi,Area Chiesa Russa pertinenza Pope,,,,,,288.323.944.000.000,23.036.802.800.000,,
Aree verdi,Area parcheggio Executive Center,,,Via Diomede Fresa,,,457.979.594.000.000,28.213.492.600.000,,
Aree verdi,Area interna Stadio Arena della Vittoria,,,Viale Orlando,,,2.880.123.157.000.000,64.261.452.300.000,,
Aree verdi,Area averde attrezzato Arena della Vittoria,,,,,,3.873.415.429.000.000,184.497.037.600.000,,
Aree verdi,Parcheggio alberato esterno Stadio del nuoto,,,,,,271.291.811.000.000,35.256.396.900.000,,
Aree verdi,Parco Don Tonino Bello di viale di Maratona,,,Via Pola,,,291.376.300.000.000,22.485.824.900.000,,
Aree verdi,Nuovo rond_x0007_ via Amendola,,,,,,516.026.614.000.000,26.753.472.500.000,,
Aree verdi,Nuove aiuole a Mungivacca zona Parcheggio,,,,,,4.618.107.857.000.000,106.653.322.800.000,,
Aree verdi,Cimitero monumentale di Bari,,,Via Crispi,,,16.407.315.405.000.000,167.577.769.700.000,,
Aree verdi,Giardino Tribunale  via Nazariantz,,,Via Tommaso Fiore,,,1.976.229.366.000.000,55.700.142.500.000,,
Aree verdi,Alberata di Piazza Magrini,,,,,,89.522.828.000.000,18.507.353.600.000,,
Aree verdi,Area di pertinenza Chiesa Enziteto,,,,,,450.131.476.000.000,27.238.331.900.000,,
Aree verdi,Aiuola presso Chiesa San Nicola-Torre a Mare,,,Via san Nicola,,,47.163.799.000.000,9.121.578.600.000,,
Aree verdi,Aiuole antistanti uffici Giudice di Pace,,,Viale Europa,,,1.241.145.839.000.000,80.623.548.000.000,,
Aree verdi,Area a verde retro condominio di via Cancello Rotto,,,,,,951.855.048.000.000,53.105.172.000.000,,
Aree verdi,Area attrezzata a verde in via Cancello Rotto,,,,,,466.641.566.000.000,39.094.084.500.000,,
Aree verdi,Area a verde adottata presso Executive Center,,,,,,341.152.391.000.000,26.088.701.900.000,,
Aree verdi,Area a verde attrezzato compresa tra circonvalazione di Bari e Polivalente (Barriere fonoassorbenti di Japigia),,,Circonvalazione Bari - strada limitrofa,,,1.783.829.470.000.000,59.970.117.500.000,,
Aree verdi,Area a verde attrezzato di via Suglia  (Barriere fonoassorbenti),,,Via Suglia,,,2.544.095.302.000.000,69.009.396.300.000,,
Aree verdi,Fioriere di Piazza Col. F. Trizio,,,,,,49.157.263.000.000,8.850.890.000.000,,
Aree verdi,Aiuola spartitraffico di via Brigata Regina,,,Via Brigata Regina,,,148.359.340.000.000,18.460.200.700.000,,
Aree verdi,Alberata di Viale Orlando,,,Viale Orlando,,,654.884.606.000.000,55.713.892.600.000,,
Aree verdi,Alberata in Piazzale Emanuele Orlando,,,,,,157.270.064.000.000,16.692.110.700.000,,
Aree verdi,Alberata prolungamento v.le Orlando,,,,,,835.728.655.000.000,88.281.683.300.000,,
Aree verdi,Alberata in Largo Mohamed Taher Pacha,,,,,,386.743.138.000.000,26.992.785.500.000,,
Aree verdi,Alberatura in Piazzetta Frati Cappuccini,,,Via Vito Fornari,,,62.255.694.000.000,10.219.194.300.000,,
Aree verdi,Cimitero di Carbonara,,,,,,2.681.767.492.000.000,69.832.686.400.000,,
Aree verdi,Cimitero di Ceglie del Campo,,,,,,2.766.837.350.000.000,66.726.133.100.000,,
Aree verdi,Alberata di via Umberto I - Ceglie del Campo,,,Via Umberto I,,,825.978.924.000.000,92.548.249.900.000,,
Aree verdi,Cimitero di Loseto,,,,,,1.706.467.406.000.000,59.287.623.300.000,,
Aree verdi,Area a verde attrezzato Chiesa del Salvatore - Loseto,,,,,,881.628.967.000.000,41.765.908.400.000,,
Aree verdi,Cimitero di Palese,,,,,,4.944.169.151.000.000,113.579.109.000.000,,
Aree verdi,Aiuole spartitraffico Largo abbazia Santa Scolastica,,,,,,288.687.846.000.000,36.179.751.800.000,,
Aree verdi,Alberatura di via Catino area parcheggio campo sportivo Enziteto,,,,,,362.504.740.000.000,47.758.001.000.000,,
Aree verdi,Cimitero di Santo Spirito,,,,,,2.407.144.195.000.000,63.539.335.800.000,,
Aree verdi,Aiuole spartitraffico  asse nord-sud e via Luigi Ranieri,,,,,,1.541.631.682.000.000,257.478.135.900.000,,
Aree verdi,Aiuole spartitraffico via G. Petroni angoli L. Ranieri,,,,,,1.821.144.798.000.000,78.949.029.100.000,,
Aree verdi,Aiuole antistanti condomini tra via G. Petroni e via L. Ranieri,,,,,,1.676.177.870.000.000,128.808.777.700.000,,
Aree verdi,Giardino di Piazza Gramsci Est,,,Piazza Gramsci,,,783.405.534.000.000,36.275.445.100.000,,
Aree verdi,Spartitraffico di via Di Vagno,,,,,,108.747.875.000.000,29.423.524.600.000,,
Aree verdi,Area a verde Ex manifattura tabacchi,,,Via Trevisani,,,2.741.957.482.000.000,66.257.341.900.000,,
Aree verdi,Giardino via Napoli angolo via Udine,,,,,,575.589.319.000.000,33.181.652.700.000,,
Aree verdi,Area a verde di pertinenza del campo sportivo Enziteto,,,USCITA SAN PIO A ENZITETO,,,4.523.579.027.000.000,85.770.546.800.000,,
Aree verdi,Aiuole centro pluriuso Suor Sbani - Catino,,,,,,211.270.864.000.000,18.839.865.300.000,,
Aree verdi,Area APPOGGIO PER ESCLUSIONI,,,,,,327.290.970.000.000,29.467.253.200.000,,
Aree verdi,Aiuola spartitraffico ingresso Catino,,,,,,587.279.961.000.000,43.538.091.300.000,,
Aree verdi,Alberata v.le Europa,,,,,,156.134.467.000.000,25.766.695.500.000,,
Aree verdi,Scuola materna comparto C,,,,,,457.195.824.000.000,26.827.771.100.000,,
Aree verdi,ID APPOGGIO PER CAMPI SOLITARI,,,,,,321.548.259.000.000,27.967.603.000.000,,
Aree verdi,Alberata parcheggio in via Pappacena ang. Redi,,,Via Pappacena,,,636.626.679.000.000,39.540.071.000.000,,
Aree verdi,Giardino Rodolfo Amprino - stradella del CaffS,,,Stradella del caffS,,,1.431.083.783.000.000,53.592.404.700.000,,
Aree verdi,Alberata di via O. Marzano,,,,,,834.109.681.000.000,55.793.335.800.000,,
Aree verdi,Aiuola in v.le Ennio ingresso Policlinico,,,,,,58.505.993.000.000,10.908.831.400.000,,
Aree verdi,Alberi isolati di via Giovene,,,,,,33.736.597.000.000,7.700.563.600.000,,
Aree verdi,Cimitero di Torre a Mare,,,,,,2.429.600.078.000.000,62.597.216.200.000,,
Aree verdi,Campi sportivi di Torre a Mare,,,,,,972.174.785.000.000,43.306.788.900.000,,
Aree verdi,Alberatura Lungomare di Cagno Abbrescia I tratto,,,,,,681.252.476.000.000,85.001.060.500.000,,
Aree verdi,Alberata c.da Ferrigni,,,,,,518.800.293.000.000,73.404.751.700.000,,
Aree verdi,Alberata via Rocco Dicillo,,,,,,397.228.472.000.000,93.874.777.700.000,,
Aree verdi,Alberata di via Cascia,,,,,,427.805.466.000.000,51.458.687.400.000,,
Aree verdi,Aiuole spartitraffico di via Grotta Regina,,,,,,141.999.456.000.000,28.985.888.400.000,,
Aree verdi,Scuola materna Don Lorenzo Milani - nuova sede,,,V.le delle Regioni,,,301.526.807.000.000,22.706.462.300.000,,
Aree verdi,Scuola elementare Montello EL 7,,,Via Bartolo,,,1.532.800.379.000.000,51.859.523.900.000,,
Aree verdi,Scuola elementare Renato Moro,,,,,,589.275.361.000.000,33.653.080.600.000,,
Aree verdi,Scuole elementare e materna Marconi,,,,,,388.036.763.000.000,27.654.172.200.000,,
Aree verdi,Asilo nido Villari,,,Via Villari,,,99.895.973.000.000,14.550.018.000.000,,
Aree verdi,Alberatura stradale di via Postiglione,,,,,,207.888.607.000.000,27.493.497.300.000,,
Aree verdi,Alberi sparsi in via degli Alfaraniti,,,Via G. Alfaraniti,,,14.606.988.000.000,5.050.497.900.000,,
Aree verdi,Aree a verde mercato ortofrutticolo c.so Mazzini,,,,,,940.756.996.000.000,39.376.546.000.000,,
Aree verdi,Alberatura stradale c.so Mazzini angolo via Brigata Regina,,,,,,91.714.977.000.000,20.643.152.900.000,,
Aree verdi,Alberi sparsi via Brigata Regina,,,,,,10.947.438.000.000,4.237.711.100.000,,
Aree verdi,Alberata di via Napoli compresa tra via T. Fiore e via B. Regina,,,Via Napoli,,,625.337.848.000.000,67.977.016.200.000,,
Aree verdi,Alberi sparsi via Amendola - da rond_x0007_ ingresso SS 100 sino a v.le Einaudi,,,,,,7.711.860.425.000.000,216.648.816.200.000,,
Aree verdi,Alberatura di via Pezze del Sole,,,,,,266.445.735.000.000,24.394.638.300.000,,
Aree verdi,Aiuola di Largo F. Carabellese,,,,,,156.370.013.000.000,21.164.205.300.000,,
Aree verdi,Alberatura di via Alberotanza,,,,,,454.347.162.000.000,36.082.850.400.000,,
Aree verdi,Alberatura di via Fanelli,,,,,,731.614.450.000.000,75.783.290.400.000,,
Aree verdi,Area sportiva incompleta a Catino,,,,,,2.561.704.713.000.000,65.888.756.800.000,,
Aree verdi,Alberi via Trani,,,,,,37.887.966.000.000,7.826.873.800.000,,
Aree verdi,Aiuola via De Pascale antistante scuola Elementare Roberto Bonghi,,,De Pascale,,,64.830.189.000.000,10.632.914.300.000,,
Aree verdi,Alberata piazza Santa Maria del Campo - Ceglie del Campo,,,Piazza Santa Maria del Campo,,,320.773.937.000.000,22.068.304.500.000,,
