Tipologia,Nome,X,Y,Indirizzo,Civ,Note,Shape Area,Shape Len,Longitudine,Latitudine
Aree verdi,Aiuola spartitraffico Lungomare Nove Maggio angolo via L. Perosi,,,Via L. Perosi,,,174.666.219.000.000,18.872.977.600.000,,
Aree verdi,Alberatura in Lungomare IX Maggio,,,,,,419.225.887.000.000,61.562.698.900.000,,
Aree verdi,Aiuole sovraelevate di via Adolfo la Volpe,,,Via Adolfo la Volpe angolo via E. Berlinguer,,,178.276.943.000.000,27.398.678.400.000,,
Aree verdi,Aiuole parcheggio limitrofe Pane e Pomodoro,,,,,,1.200.192.752.000.000,74.722.815.000.000,,
Aree verdi,Area parcheggio alberato in via Principessa Iolanda,,,,,,214.307.152.000.000,22.232.171.200.000,,
Aree verdi,Scuola elementare Garibaldi,,,Piazza Risorgimento,,,338.427.479.000.000,23.323.402.000.000,,
Aree verdi,Alberata via S. Matarrese,,,Via Matarrese,,,432.417.742.000.000,59.548.631.100.000,,
Aree verdi,Parcheggio alberato tra via Tramonte e via Ricchioni,,,Via Tramonte,,,979.407.109.000.000,40.350.489.700.000,,
Aree verdi,Alberata stradale di via Ten. Nicola Massaro-Palese,,,Via Ten. Nicola Massaro,,,13.801.211.624.000.000,453.797.851.000.000,,
Aree verdi,Area attrezzata a verde in via Lucarelli 9/b,,,Via Lucarelli 9/b,,,206.009.915.000.000,18.160.194.500.000,,
Aree verdi,Alberatura di via delle Murge,,,,,,81.593.422.000.000,15.225.180.300.000,,
Aree verdi,Piazza alberata in via Pisacane,,,,,,96.955.380.000.000,13.307.610.600.000,,
Aree verdi,Piazza alberata in via Rocco Dicillo,,,,,,402.899.349.000.000,27.038.845.900.000,,
Aree verdi,Campi da gioco presso Chiesa Santa Rita,,,,,,968.458.581.000.000,43.032.027.800.000,,
Aree verdi,Aree spartitraffico  asse nord-sud (Ricadenti circoscrizione 3),,,,,,12.021.869.329.000.000,489.663.971.800.000,,
Aree verdi,Vasconi di via Sparano,,,Via Sparano,,,1.841.004.423.000.000,110.602.395.200.000,,
Aree verdi,Alberatura stradale di via Sidney Sonnino,,,Via S. Sonnino,,,1.542.970.639.000.000,156.701.928.900.000,,
Aree verdi,Albero isolato di via Muciaccia,,,Via Muciaccia,,,11.360.331.000.000,4.785.547.000.000,,
Aree verdi,Giardino in Trav. C.so a. De Gasperi 378/A,,,Trav. C.so a. De Gasperi 378/A,,,222.169.661.000.000,23.178.293.000.000,,
Aree verdi,Alberata via Repubblica Napoletana,,,via Repubblica Napoletana,,,185.161.859.000.000,16.871.719.100.000,,
Aree verdi,Aiuola sovraelevata in via Abbruzzi,,,,,,29.745.684.000.000,7.630.048.900.000,,
Aree verdi,Corte Annunziata,,,,,,42.683.829.000.000,9.298.911.100.000,,
Aree verdi,Via Vanese,,,,,,11.030.342.000.000,6.809.945.700.000,,
Aree verdi,Via Palazzo di Citt.,,,,,,147.487.236.000.000,48.977.558.600.000,,
Aree verdi,Complanare Est tratto Km 807 + 550 e il Km 808+680,,,Complanare Est,,,3.430.401.594.000.000,254.770.691.900.000,,
Aree verdi,Piazza alberata di via della Carboneria,,,,,,149.308.015.000.000,17.017.434.000.000,,
Aree verdi,Area a verde presso centro sociale Santa Rita,,,,,,984.829.947.000.000,39.728.947.200.000,,
Aree verdi,Orto Botanico di Bari,,,,,,1.381.004.312.000.000,51.869.561.900.000,,
Aree verdi,Largo Annunziata,,,,,,48.995.551.000.000,20.079.057.400.000,,
Aree verdi,Area a verde attrezzato di via Tramonte,,,Via Tramonte,,,352.930.541.000.000,37.143.502.200.000,,
Aree verdi,Alberata Lungomare A. de Tulio (Gestione Appalto Circ IX),,,,,,943.965.035.000.000,68.092.711.500.000,,
Aree verdi,Capolinea pulman presso GS,,,,,,553.374.348.000.000,32.041.998.600.000,,
Aree verdi,Centro Direzionale del San Paolo - Parte esterna Nord di via Carlo Massa e via Cacudi,,,,,,1.689.111.670.000.000,104.105.456.600.000,,
Aree verdi,Centro Direzionale San Paolo-Alberatura lato Nord centro,,,,,,495.547.411.000.000,72.490.227.400.000,,
Aree verdi,Centro Direzionale San Paolo,,,,,,184.675.029.000.000,22.681.400.600.000,,
Aree verdi,Centro Direzionale San Paolo - alberatura stradale lato sud,,,,,,516.750.799.000.000,74.351.184.000.000,,
Aree verdi,Centro Direzionale del San Paolo - Parte esterna Ovest Parcheggio e Spartitraffico,,,,,,1.850.030.210.000.000,113.245.746.500.000,,
Aree verdi,Centro Direzionale del San Paolo - Centro per anziani,,,,,,981.546.477.000.000,41.304.466.500.000,,
Aree verdi,Centro Direzionale giardini interni,,,,,,2.798.920.857.000.000,107.991.112.500.000,,
Aree verdi,Aiuole di vico Sant'Antonio (limitrofe mercato Sant'Antonio),,,Via San Antonio presso Autosilo,,,54.232.907.000.000,14.293.328.800.000,,
Aree verdi,Alberatura stradale di via Zaccaria I Tratto,,,Via Zaccaria a Loseto,,,621.729.232.000.000,45.579.469.400.000,,
Aree verdi,Alberatura stradale di via Zaccaria II Tratto,,,Via Zaccaria a Loseto,,,338.543.519.000.000,40.071.068.400.000,,
Aree verdi,Alberatura di via Concilio Vaticano II,,,,,,214.156.860.000.000,57.034.294.700.000,,
Aree verdi,Piazza alberata Guido de Ruggero - Loseto,,,,,,417.335.043.000.000,25.740.639.800.000,,
Aree verdi,Piazzetta adiacente via Taranto,,,,,,185.516.386.000.000,23.338.763.300.000,,
Aree verdi,Largo F. Fraccacreta,,,,,,21.943.697.000.000,6.379.337.200.000,,
Aree verdi,Scuola materna ex Caravella,,,Via Vincenzo Ranieri,,,542.437.654.000.000,29.588.360.700.000,,
Aree verdi,Area attrezzata a verde  di via Cifarelli,,,Via Cifarelli angolo via Colapietro,,,431.730.679.000.000,37.421.485.500.000,,
Aree verdi,Alberatura stradale di via Albanese,,,Via Albanese,,,137.501.223.000.000,28.018.948.800.000,,
Aree verdi,Alberatura stradale di via Francesco Curzio,,,Via Francesco Curzio,,,97.282.665.000.000,21.052.508.100.000,,
Aree verdi,Aree a verde attrezzato in via Alfredo Giovine fronte civici 45 a 63,,,,,,5.452.200.478.000.000,254.002.942.700.000,,
Aree verdi,Area attrezzata a verde trav. 334 di via Napoli,,,,,,363.273.789.000.000,24.675.171.700.000,,
Aree verdi,Alberatura stradale di via Colaianni,,,Via Colaianni,,,221.446.352.000.000,21.172.696.800.000,,
Aree verdi,Alberata di via Nannei,,,Via Nannei,,,23.349.954.000.000,6.612.646.500.000,,
Aree verdi,Aree a verde attrezzato in zona lottizazzione San Giorgio nel q.re San Pio,,,,,,11.736.658.556.000.000,153.437.662.200.000,,
Aree verdi,Centro direzionale area DEC,,,,,,202.676.506.000.000,26.017.833.500.000,,
Aree verdi,Alberi sparsi di via Vassallo,,,Via Vassallo 8/A,,,11.677.234.000.000,7.247.468.000.000,,
Aree verdi,Albero di via Ferragnini,,,,,,394.777.000.000,807.960.800.000,,
Aree verdi,Asilo Nido Enziteto,,,,,,229.330.460.000.000,20.434.092.900.000,,
Aree verdi,Area a verde Legambiente part 142,,,,,,126.910.210.000.000,14.838.253.800.000,,
Aree verdi,Area a verde attrezzato di via Bissolati,,,,,,567.758.783.000.000,79.206.726.100.000,,
Aree verdi,Area adottata di via Bissolati,,,via Bissolati,,,120.963.314.000.000,25.870.117.600.000,,
Aree verdi,Aiuola di via Postiglione angolo via Amendola,,,,,,19.870.072.000.000,6.090.311.400.000,,
Aree verdi,Alberatura stradale di via Don Luigi Guanella,,,Via Don luigi Guanella,,,58.620.090.000.000,17.713.370.300.000,,
Aree verdi,Aiuola spartitraffico in via Nicola Cacudi c/o scuola Polizia,,,Via Nicola Cacudi,,,172.193.345.000.000,19.002.558.800.000,,
Aree verdi,Area a verde attrezzato presso stazione metro San Gabriele,,,,,,292.087.384.000.000,28.593.553.100.000,,
Aree verdi,Area a verde attrezzato presso fermata metro Ospedale,,,,,,508.226.024.000.000,32.905.131.000.000,,
Aree verdi,Parco Naturale Lama Balice no Bari,,,,,,117.483.601.000.000,23.166.497.300.000,,
Aree verdi,Scuola di nuova realizzazione zona lottizzazione San Giorgio nel q.re San Pio,,,,,,1.104.135.527.000.000,44.083.576.400.000,,
Aree verdi,Parco Naturale Lama Balice aree in zona II Circoscrizione,,,,,,224.288.038.275.999.000,1.499.532.147.000.000,,
Aree verdi,"Metr_x0007_ fermata ""La Cittadella""",,,,,,292.649.441.000.000,27.356.373.800.000,,
Aree verdi,Parco Naturale Lama Balice zona Circoscr 8,,,,,,3.593.639.619.000.000,147.537.818.300.000,,
Aree verdi,Parco Naturale Lama Balice no Bari,,,,,,269.208.363.804.000.000,2.495.135.902.500.000,,
Microattività,LAVANDERIA ANTONACCI ANNA,657.554.035.418.615.000.000,4.553.367.155.220.650.000.000,VIA DEI MILLE,71,,,,,
Microattività,TIPOGRAFIA CASSANO,657.002.963.923.051.000.000,455.260.097.950.638.000.000,VIA ISONZO,72,,,,,
Microattività,AUTOCARROZZERIA SIRIO,657.431.833.911.318.000.000,4.553.242.286.052.700.000.000,VIA MICHELE DE NAPOLI,16,,,,,
Microattività,AUTOCARROZZERIA MANGINELLI STEFANO,655.196.139.242.085.000.000,4.551.293.267.981.030.000.000,STRADA TORRE TRESCA,8,,,,,
Microattività,AUTOCARROZZERIA DE BARTOLO FRANCESCO,654.029.956.243.067.000.000,4.553.968.689.803.230.000.000,VIALE EUROPA,1,,,,,
Microattività,LAVASECCO SMART,656.899.504.850.681.000.000,4.547.631.806.976.970.000.000,VIA G. MARTINO,17,,,,,
Microattività,LAVANDERIA SAN PAOLO,650.341.643.280.848.000.000,4.553.342.193.501.240.000.000,VIA LOMBARDIA,55,,,,,
Microattività,LAVANDERIA PANTERA ROSA,657.138.610.220.436.000.000,4.552.753.868.920.490.000.000,VIA PASQUALE FIORE,7,,,,,
Microattività,DITTA MARCHITELLI MARCO,648.823.677.338.055.000.000,4.556.901.890.801.240.000.000,VICO III LEPORE,16,,,,,
Microattività,LAVANDERIA LA PERUGINA,648.232.665.223.948.000.000,4.557.833.924.582.470.000.000,VIA VITTORIO VENETO,32,,,,,
Microattività,LAVANDERIA WINDHAUS,656.982.813.203.223.000.000,4.553.428.102.455.410.000.000,VIA GIUSEPPE CAPRUZZI,218,,,,,
Microattività,LAVANDERIA IGIENICA,658.106.702.093.218.000.000,4.553.660.218.550.620.000.000,CORSO SIDNEY SONNINO,132,,,,,
Microattività,LAVANDERIA IGEA,657.157.676.861.704.000.000,4.552.351.621.174.650.000.000,CORSO ALCIDE DE GASPERI,196,,,,,
Microattività,LAVANDERIA FRANCESCA,656.310.676.946.118.000.000,4.552.489.253.036.230.000.000,VIA GIUSEPPE SAVERIO POLI,27,,,,,
Microattività,LAVANDERIA EMMA,656.852.672.687.735.000.000,4.553.151.300.122.350.000.000,VIA LUIGI RICCHIONI,9,,,,,
Microattività,LAVANDERIA DELL ANGOLO,658.035.939.604.078.000.000,4.552.152.579.752.150.000.000,VIA GAETANO SALVEMINI,16,,,,,
Microattività,LAVANDERIA DANIELLO,656.957.313.160.457.000.000,4.553.912.042.857.770.000.000,PIAZZA UMBERTO I,11,,,,,
Microattività,LAVANDERIA CIPPONE BEATRICE,65.704.513.631.858.300.000,4.551.614.203.165.250.000.000,VIALE JOHN FITZGERALD KENNEDY,21,,,,,
Microattività,AUTOCARROZZERIA FLORO GIOVANNI,655.560.643.010.705.000.000,4.553.661.751.852.060.000.000,VIA GENERALE DE BERNARDIS,71,,,,,
Microattività,LAVADERIA EUROWASH,655.614.155.196.284.000.000,4.545.062.499.428.790.000.000,VIA UMBERTO MINERVINI,15,,,,,
Microattività,ETHOS SAS,661.884.815.565.524.000.000,4.551.974.527.142.110.000.000,VIA GIOVANNI GENTILE,32,,,,,
Microattività,AUTOCARROZZERIA DEL VECCHIO FRANCESCO,65.731.201.238.236.200.000,4.552.851.353.922.990.000.000,VIA EDMONDO DE AMICIS,106,,,,,
Microattività,NUOVA LINEA,654.950.294.875.868.000.000,4.552.870.674.807.800.000.000,STRADA SANTA CATERINA,5,,,,,
Microattività,OFFICINA METALMACCANICA DI D AMATO VINCENZO,657.060.717.832.440.000.000,4.552.651.503.391.160.000.000,VIA PASUBIO,72,,,,,
Microattività,EUROCAR,653.876.145.724.703.000.000,4.553.037.535.547.850.000.000,VIA BRUNO BUOZZI,68,,,,,
Microattività,SOCIETA F.LLI PETRONI SNC,654.380.265.031.648.000.000,4.553.128.626.730.920.000.000,STRADA GLOMERELLI,11,,,,,
Microattività,DITTA PRIMAVERA GIOVANNI,656.103.285.794.783.000.000,4.553.826.468.391.120.000.000,VIA DOMENICO NICOLAI,317,,,,,
Microattività,PROGETTO E ARREDO,655.397.990.746.261.000.000,4.554.765.092.187.070.000.000,VIA PIETRO ORESTE,4,,,,,
Microattività,QUALITY AND CLEAN,656.034.360.505.150.000.000,4.553.868.347.977.360.000.000,VIA PIETRO RAVANAS,282,,,,,
Microattività,RENAUTO SPA,659.213.474.289.542.000.000,4.553.119.227.596.400.000.000,VIALE JAPIGIA,176,,,,,
Microattività,FALEGNAMERIA ROMANELLI,654.936.305.827.835.000.000,4.552.846.415.638.300.000.000,STRADA SANTA CATERINA,7,,,,,
Microattività,OFFICINE SCHENA SRL,654.950.294.875.868.000.000,4.552.870.674.807.800.000.000,STRADA SANTA CATERINA,5,,,,,
Microattività,T.E.S.A.R.,655.535.041.290.486.000.000,4.554.252.120.716.760.000.000,VIA MICHELE MIRENGHI,42,,,,,
Microattività,AUTOCARROZZERIA CIOCE LUIGI,656.258.024.413.685.000.000,4.553.190.522.519.680.000.000,VIA DI TULLIO VITO NICOLA,78,,,,,
Microattività,FREZZA LEGNAMI SPA,651.638.642.167.758.000.000,4.551.639.700.712.590.000.000,STRADA STATALE 96,KM. 119.40,,,,,
Microattività,PANIFICIO EUROMERCATO,655.569.524.084.770.000.000,4.552.912.634.184.310.000.000,VIALE LOUIS PASTEUR,6,,,,,
Microattività,ICMP SNC,651.575.460.978.179.000.000,4.552.011.013.358.800.000.000,VIA PIONIERI DEL COMMERCIO BARESE,1,,,,,
Microattività,AUTOCARROZZERIA MODUGNO,661.439.698.146.408.000.000,4.552.026.821.593.870.000.000,VIA GIOVANNI GENTILE,71,,,,,
Microattività,IL QUADRATO SRL,652.854.933.748.394.000.000,4.552.695.752.937.730.000.000,STRADELLA PALUMBO,4,,,,,
Microattività,SOCIETA AUTOCARROZZERIA PALMIERI,656.482.873.098.210.000.000,4.548.379.047.028.320.000.000,VIA VACCARELLA,48,,,,,
Microattività,TORREFAZIONE CUBANA SNC,655.206.297.468.443.000.000,4.551.353.958.839.790.000.000,STRADA TORRE TRESCA,3,,,,,
Microattività,AUTOCARROZZERIA CALABRESE MICHELE,654.795.326.278.084.000.000,4.552.999.801.924.400.000.000,STRADA GLOMERELLI,1,,,,,
Microattività,AUTOCARROZZERIA TRIGGIANO MICHELANGELO,656.556.168.803.276.000.000,4.547.777.959.790.230.000.000,VIA RANDACCIO,46,,,,,
Microattività,AUTOCARROZZERIA BRATTA GIUSEPPE,656.605.187.163.037.000.000,4.552.120.590.600.810.000.000,VIALE CONCILIO VATICANO II,26,,,,,
Microattività,TORREFAZIONE COFFEE GOLD,655.288.404.811.085.000.000,4.553.341.567.656.330.000.000,VIA SAN GIORGIO MARTIRE,6,,,,,
Microattività,DITTA CORA E FIGLI,656.886.192.318.413.000.000,4.554.899.839.503.330.000.000,CORTE ALBERO LUNGO,,,,,,
Microattività,CARROZZERIA METRANGELIS NICOLA,657.514.200.479.288.000.000,4.548.540.680.730.600.000.000,VIA ANTONIO QUARANTA,148,,,,,
Microattività,AUTOCARROZZERIA MUZIO,657.533.359.079.441.000.000,4.552.512.752.279.060.000.000,VIA TOMA GIOACCHINO,88,,,,,
Microattività,DITTA DE TULLIO FRANCESCA,656.685.244.132.882.000.000,4.553.337.895.044.950.000.000,VIA GAETANO DEVITOFRANCESCO,29,,,,,
Microattività,LAVANDERIA CLEAN SYSTEM,656.468.206.091.599.000.000,4.554.303.568.174.010.000.000,VIA PICCINNI NICCOLO',208,,,,,
Microattività,LAVANDERIA LA DEE PARIS,657.714.270.699.750.000.000,4.552.220.091.412.130.000.000,VIA FANELLI GIUSEPPE,211,,,,,
Microattività,LAVANDERIA PALTERA,658.344.711.388.197.000.000,4.553.547.348.901.050.000.000,CORSO SONNINO SIDNEY,183,,,,,
Microattività,AUTOPUGLIA SRL,653.049.560.663.466.000.000,4.552.369.324.820.810.000.000,VIALE ZIPPITELLI FRANCESCO,2,,,,,
Microattività,CALCESTRUZZI S: GIORGIO SRL,662.603.156.280.432.000.000,4.551.519.024.666.540.000.000,VIA GIOVANNI GENTILE,132,,,,,
Microattività,AUTOCARROZZERIA CALABRESE,654.797.732.172.607.000.000,4.552.623.650.792.570.000.000,STRADA SANTA CATERINA,11,,,,,
Microattività,LEGNOTEC,654.108.111.604.074.000.000,4.552.345.173.163.540.000.000,VIA SAN GIORGIO MARTIRE,35,,,,,
Microattività,LAVANDERIA MARIELLA,657.271.762.393.948.000.000,455.316.154.317.520.000.000,VIALE UNITA' D'ITALIA,63,,,,,
Microattività,LAVANDERIA LA PERFETTA LAMPO,65.674.214.280.830.600.000,4.553.998.863.007.070.000.000,VIA CAIROLI BENEDETTO,111,,,,,
Microattività,LAVANDERIA I PORTICI,656.692.760.514.951.000.000,4.551.237.971.154.250.000.000,VIA DI CAGNO VITANTONIO,20,,,,,
Microattività,LAVANDERIA EXCECUTIVE,658.235.929.752.980.000.000,4.551.775.885.959.460.000.000,VIA NICOLA TRIDENTE,18,,,,,
Microattività,FERROVIE DEL SUD EST,657.882.335.063.091.000.000,4.553.138.638.979.130.000.000,VIA AMENDOLA GIOVANNI,106,,,,,
Microattività,FERRARA GESTIONI,652.769.401.685.910.000.000,455.232.904.163.864.000.000,VIALE COLUMBO TOMMASO,31,,,,,
Microattività,ELLECIDI ARREDAMENTI,654.069.646.919.284.000.000,4.552.302.939.480.230.000.000,VIA SAN GIORGIO MARTIRE,58,,,,,
Microattività,EBANISTERIA DI MASTROROSA MICHELE,656.444.972.907.038.000.000,4.554.154.462.685.630.000.000,VIA CALEFATI ALESSANDRO MARIA,207,,,,,
Microattività,AUTOCARROZZERIA MILONE,660.803.675.624.414.000.000,4.552.348.767.000.980.000.000,VIA GIOVANNI GENTILE,50,,,,,
Microattività,O.S.A. SNC,652.393.883.277.310.000.000,4.553.075.058.665.850.000.000,VIALE LINDEMANN GUGLIELMO,15,,,,,
Microattività,DITTA PASCAZIO MICHELE,654.705.791.944.234.000.000,4.553.004.489.450.070.000.000,TRAVERSA I GLOMERELLI,1,,,,,
Microattività,SOCIETA F.LLI PETRONI SNC,657.678.677.103.113.000.000,4.553.301.935.164.480.000.000,VIA FRANCESCO LATTANZIO,56,,,,,
Microattività,RAPID SERVICE,655.181.772.512.904.000.000,455.121.186.864.195.000.000,STRADA TORRE TRESCA,16,,,,,
Microattività,DITTA ROMEO FERDINANDO,654.695.467.168.303.000.000,455.246.006.854.921.000.000,STRADA SANTA CATERINA,30,,,,,
Microattività,STILMETAL SNC,654.677.730.863.758.000.000,4.552.434.572.408.390.000.000,STRADA SANTA CATERINA,41,,,,,
Microattività,AUTOCARROZZERIA TUNZI NICOLA,658.157.142.267.649.000.000,4.553.335.785.244.610.000.000,VIA CALDAROLA,11,,,,,
Microattività,VITALSISTEMI,656.489.088.653.156.000.000,4.547.844.835.269.670.000.000,VIALE GENNARO TRISORIO-LIUZZI,,,,,,
Microattività,ZENTRUM BARI SRL,653.996.042.824.371.000.000,4.553.143.818.948.540.000.000,VIA BRUNO BUOZZI,,,,,,
Microattività,CIERRE IMPIANTI,657.550.496.562.317.000.000,4.553.180.264.385.350.000.000,VIA EMANUELEDE DEO,45,,,,,
Microattività,AUTOCARROZZERIA CASTOR,658.924.919.866.859.000.000,4.553.378.335.375.730.000.000,VIA IMPERATORE TRAIANO,46,,,,,
Microattività,AUTOCARROZZERIA GRIMALDI GAETANO,656.758.006.813.978.000.000,4.551.673.473.933.460.000.000,STRADA II DE ANGELIS,5,,,,,
Microattività,PANIFICIO GE.ST.AL,667.719.545.420.611.000.000,4.550.419.330.010.400.000.000,VIA ANGELO VALLE E GIANNA GIGLIOLI,2,,,,,
Microattività,DITTA FRANCESCO LOLLINO,657.290.447.615.459.000.000,4.548.631.007.477.080.000.000,VIA ANTONIO QUARANTA,82,,,,,
Microattività,AUTOCARROZZERIA RANIERI PIETRO,658.764.321.895.307.000.000,4.552.624.112.165.920.000.000,VIA PADRE PIO,1,,,,,
Microattività,SIGMA 2,653.504.321.887.269.000.000,455.251.471.551.142.000.000,VIA DESERTO,40,,,,,
Microattività,INFISSI DE SUD,657.328.113.771.540.000.000,4.548.615.175.304.030.000.000,VIA ANTONIO QUARANTA,96,,,,,
Microattività,DITTA KERMES,656.340.743.808.315.000.000,4.552.411.286.202.740.000.000,VIA FRANCESCO MARIA BRANCACCIO,10,,,,,
Microattività,FIDANZA SISTEMI SRL,65.490.079.786.530.100.000,4.555.139.595.336.550.000.000,CORSO VITTORIO VENETO,40,,,,,
Microattività,DITTA GIOVANNI E ANGELO RICCHIUTI,653.048.821.344.519.000.000,4.552.370.821.362.290.000.000,VIALE ZIPPITELLI FRANCESCO,2 BIS,,,,,
Microattività,NUOVA AUTOCARROZZERIA CANONICO,653.356.179.226.750.000.000,4.552.434.274.744.360.000.000,VIA GIACOMO BOGGIANO,,,,,,
Microattività,LEVANTE SERRAMENTI SRL,65.605.692.438.800.900.000,4.551.910.715.470.660.000.000,VIA MAURO AMORUSO,50,,,,,
Microattività,LAVANDERIA IN,657.101.283.760.513.000.000,4.551.607.807.549.110.000.000,VIALE JOHN FITZGERALD KENNEDY,10,,,,,
Microattività,LAVANDERIA CAMPANALE IOLANDA,656.501.755.349.844.000.000,4.553.205.168.700.780.000.000,VIA ANTONIO SALANDRA,11,,,,,
Microattività,DITTA DE PALMA CATALDO,648.703.788.078.577.000.000,4.556.741.124.456.180.000.000,VIA LEPORE,21,,,,,
Microattività,NUOVA FAS,654.612.672.466.116.000.000,4.552.358.711.627.550.000.000,STRADA SANTA CATERINA,69,,,,,
Microattività,RI.MA. SNC,657.261.851.360.406.000.000,4.552.957.129.961.810.000.000,VIA LUIGI GALVANI,7,,,,,
Microattività,INFISSI DEL SUD,657.292.504.022.661.000.000,4.547.645.645.654.900.000.000,VIA ANGELANTONIO QUARANTA,96,,,,,
Microattività,PANIFICIO S. ROCCO,656.392.281.346.071.000.000,4.554.176.879.011.410.000.000,VIA SAGARRIGA VISCONTI,70,,,,,
Microattività,DITTA SCATIGNA MARIA,6.555.339.051.527.070.000,4.554.263.983.013.670.000.000,VIA MICHELE MIRENGHI,52,,,,,
Microattività,AUTOCARROZZERIA GRAZIA,65.694.337.521.884.200.000,4.552.131.112.969.470.000.000,VIA PODGORA,111,,,,,
Microattività,PANIFICIO STRAZIOTA NICOLA,656.804.605.685.926.000.000,4.548.422.859.983.430.000.000,VIA BONIFACIO,66,,,,,
Microattività,SVEA SRL,658.012.829.221.925.000.000,4.552.924.893.100.420.000.000,VIA GIOVANNI AMENDOLA,152,,,,,
Microattività,AUTOCARROZZERIA TOMA SNC,658.000.422.104.462.000.000,4.552.944.362.005.090.000.000,VIA GIOVANNI AMENDOLA,124,,,,,
Microattività,AUTOCARROZZERIA TROMBETTA DOMENICO,657.815.300.066.653.000.000,4.553.170.774.889.020.000.000,VIA DOMENICO CIRILLO,70,,,,,
Microattività,AUTOCARROZZERIA VASIENTI DONATO,657.578.542.134.825.000.000,455.308.443.368.998.000.000,VIA GIUSEPPE CAPALDI,19,,,,,
Microattività,AUTOCARROZZERIA CUCUMAZZO ARCANGELO,654.997.513.857.775.000.000,4.553.709.781.594.820.000.000,VIA GIOVANNI LARICCHIA,4,,,,,
Microattività,AUTOCARROZZERIA D ANTANI GIOACCHINO,655.974.728.471.193.000.000,4.554.585.326.332.370.000.000,VIA PIETRO RAVANAS,16,,,,,
Microattività,CASEIFICIO CONTE,654.595.505.537.159.000.000,4.555.725.934.035.510.000.000,VIA GUGLIELMO MARCONI,29,,,,,
Microattività,AUTOCARROZZERIA COLELLA SAVERIO,661.415.563.394.542.000.000,4.552.040.099.988.650.000.000,VIA GIOVANNI GENTILE,69,,,,,
Microattività,CORSARO E LISCIO FERROPROFILI SPA,655.260.018.426.280.000.000,4.544.948.807.884.200.000.000,VIA CADUTI DEL LAVORO,2,,,,,
Microattività,AUTOCARROZZERIA COLELLA SNC,659.424.356.775.103.000.000,4.553.014.598.357.650.000.000,VIALE JAPIGIA,243,,,,,
Microattività,AUTOCARROZZERIA CAZZATO SABINO,656.420.098.954.192.000.000,4.554.486.351.158.540.000.000,VIA NAPOLI,10,,,,,
Microattività,AUTOCARROZZERIA EURO 2000 SNC,654.950.294.875.868.000.000,4.552.870.674.807.800.000.000,STRADA SANTA CATERINA,5,,,,,
Microattività,DITTA LAVOLPICELLA NATALE,655.527.208.678.381.000.000,4.553.420.177.294.590.000.000,VIA BRIGATA E DIVISIONE BARI,104,,,,,
Microattività,AUOTOCARROZZERIA F.LLI LOCONSOLE,654.677.173.030.671.000.000,4.553.069.755.340.500.000.000,STRADA GLOMERELLI,4,,,,,
Microattività,DITTA F.LLI LOCORRIERE S.D.F.,657.423.269.693.415.000.000,4.553.476.846.217.990.000.000,VIA TRENTO,54,,,,,
Microattività,EBANISTERIA DI LUPO DAVIDE,657.343.944.637.894.000.000,4.553.235.045.229.690.000.000,VIA FRANCESCO MUCIACCIA,15,,,,,
Microattività,SOCIETA CANONICO EMANUELE E C. SNC,654.734.338.227.155.000.000,4.553.094.267.038.500.000.000,TRAVERSA I GLOMERELLI,6,,,,,
Microattività,AUTOCARROZZERIA S.C.A.I.,653.929.795.413.044.000.000,4.554.737.388.797.080.000.000,VIA NAPOLI,357,,,,,
Microattività,AUTOCARROZZERIA NOTARNICOLA VITANTONIO,660.560.466.541.771.000.000,4.552.468.929.423.900.000.000,VIA GIOVANNI GENTILE,54,,,,,
Microattività,AUTOCARROZZERIA CARELLA MICHELE,655.533.337.337.898.000.000,4.554.269.913.908.050.000.000,VIA MICHELE MIRENGHI,57,,,,,
Microattività,DITTA CALABRESE E FIGLI SNC,657.033.788.996.872.000.000,4.547.874.866.596.940.000.000,VIA VINCENZO ROPPO,93,,,,,
Microattività,DITTA SAGRA,655.397.990.746.261.000.000,4.554.765.092.187.070.000.000,VIA PIETRO ORESTE,4,,,,,
Microattività,AUTOCARROZZERIA CORALLO LORENZO,664.741.309.650.243.000.000,4.550.947.237.349.550.000.000,VIA SAN GIORGIO,6,,,,,
Microattività,AUTOCARROZZERIA DE PALO GIACOMO,655.381.381.115.008.000.000,4.553.923.705.583.760.000.000,VIA NICOLA DE CRESCENZIO,37,,,,,
Microattività,LAVANDERIA MORFEO CARMELA,655.705.165.554.631.000.000,4.553.858.416.472.220.000.000,VIA DANTE ALIGHIERI,469,,,,,
Microattività,AUTOCARROZZERIA CALABRESE SNC,648.873.421.441.620.000.000,4.556.496.726.849.870.000.000,VICO XI MACCHIE,7,,,,,
Microattività,LAVASECCO LIUZZI ANTONELLA,656.516.346.059.799.000.000,4.552.666.031.098.300.000.000,VIA RAFFAELE GORJUX,23,,,,,
Microattività,EMME EMME SPA,653.317.609.062.379.000.000,4.552.572.064.553.080.000.000,VIA BRUNO BUOZZI,88,,,,,
Microattività,LAVANDERIA LA PARISIENNE,657.554.035.418.615.000.000,4.553.367.155.220.650.000.000,VIA DEI MILLE,71,,,,,
Microattività,LAVANDERIA NUOVA PARIS,656.187.896.834.677.000.000,4.554.354.758.220.790.000.000,CORSO GIUSEPPE MAZZINI,3,,,,,
Microattività,L ALTRA LAVANDERIA,658.146.619.599.537.000.000,4.551.984.715.313.640.000.000,VIA GUIDO DORSO,91,,,,,
